property_type_location,Property,price,relative_url,property_status,last_updated,num_bedrooms,num_bathrooms,num_parking,area,furnishing,counting,scraped_date
Condominium • Makati,"Tower 3, Cityland Pasong Tamo, Pio del Pilar, Makati","Php 12,000,000",https://www.hoppler.com.ph/makati-pio-del-pilar-cityland-pasong-tamo-rs4465881,Available,"January 17, 2022",3,3,1,146 sqm,Fully Furnished,408,2024-10-26
Condominium • Makati,"Tower 1, Solstice, Carmona, Makati","Php 17,000,000",https://www.hoppler.com.ph/makati-carmona-solstice-rs4328281,Available,"March 21, 2022",2,2,1,84 sqm,,409,2024-10-26
Condominium • Makati,"The Manansala, Rockwell Center, Makati","Php 18,200,000",https://www.hoppler.com.ph/makati-rockwell-center-the-manansala-rs4522181,Available,"March 15, 2022",1,1,1,63 sqm,,410,2024-10-26
Condominium • Makati,"Tower 1, Garden Towers, Legazpi Village, Makati","Php 53,000,000",https://www.hoppler.com.ph/makati-legaspi-village-garden-towers-rs4518881,Available,"May 5, 2022",2,3,2,141 sqm,,411,2024-10-26
Condominium • Makati,"Raffles Residences, San Lorenzo Village, Makati","Php 27,000,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-raffles-residences-rs4474381,Available,"March 17, 2022",1,1,1,81 sqm,Fully Furnished,412,2024-10-26
Condominium • Makati,"Lorraine at The Proscenium, Rockwell Center, Rockwell Center, Makati","Php 38,500,000",https://www.hoppler.com.ph/makati-rockwell-center-lorraine-at-the-proscenium-rockwell-center-rs4556181,Available,"May 9, 2022",2,2,1,96 sqm,Fully Furnished,413,2024-10-26
Condominium • Makati,"Twin Towers, Urdaneta Village, Makati","Php 62,000,000",https://www.hoppler.com.ph/makati-urdaneta-village-twin-towers-rs3574681,Available,"March 22, 2022",2,3,2,271 sqm,Fully Furnished,414,2024-10-26
Condominium • Makati,"Discovery Primea, Urdaneta Village, Makati","Php 160,000,000",https://www.hoppler.com.ph/makati-urdaneta-village-discovery-primea-rs4441681,Available,"March 18, 2022",2,3,5,399 sqm,Semi-Furnished,415,2024-10-26
Condominium • Makati,"Salcedo Skysuites, Salcedo Village, Makati","Php 16,000,000",https://www.hoppler.com.ph/makati-salcedo-village-salcedo-skysuites-rs3894181,Available,"May 18, 2022",1,1,1,66 sqm,Fully Furnished,416,2024-10-26
Condominium • Makati,"One Roxas Triangle, Urdaneta Village, Makati","Php 216,000,000",https://www.hoppler.com.ph/makati-urdaneta-village-one-roxas-triangle-rs4523081,Available,"July 6, 2022",4,5,4,527 sqm,Fully Furnished,417,2024-10-26
Condominium • Makati,"Tower 1, The Lerato, Bel-Air Village, Makati","Php 16,000,000",https://www.hoppler.com.ph/makati-bel-air-village-the-lerato-rs4463081,Available,"May 18, 2022",1,2,1,64 sqm,Fully Furnished,418,2024-10-26
Condominium • Makati,"Greenbelt Madison, Legazpi Village, Makati","Php 14,000,000",https://www.hoppler.com.ph/makati-legaspi-village-greenbelt-madison-rs4488881,Available,"July 7, 2022",1,1,1,49 sqm,Fully Furnished,419,2024-10-26
Condominium • Makati,"Tower 2, Laureano di Trevi, Pio del Pilar, Makati","Php 3,500,000",https://www.hoppler.com.ph/makati-pio-del-pilar-laureano-di-trevi-rs4587981,Available,"July 11, 2022",1,1,1,21 sqm,,420,2024-10-26
Condominium • Makati,"The Regency at Salcedo, Salcedo Village, Makati","Php 55,000,000",https://www.hoppler.com.ph/makati-salcedo-village-the-regency-at-salcedo-rs4457181,Available,"July 15, 2022",3,3,3,200 sqm,,421,2024-10-26
Condominium • Makati,"Grand Soho Makati, Salcedo Village, Makati","Php 5,000,000",https://www.hoppler.com.ph/makati-salcedo-village-grand-soho-makati-rs4615381,Available,"August 30, 2022",1,1,1,35 sqm,Semi-Furnished,422,2024-10-26
Condominium • Makati,"Nobel Plaza, Salcedo Village, Makati","Php 14,000,000",https://www.hoppler.com.ph/makati-salcedo-village-nobel-plaza-rs4617381,Available,"September 1, 2022",2,3,1,110 sqm,Fully Furnished,423,2024-10-26
Condominium • Makati,"Tower 2, San Lorenzo Place, San Lorenzo Village, Makati","Php 7,000,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-san-lorenzo-place-rs4593081,Available,"July 18, 2022",2,1,2,38 sqm,Fully Furnished,424,2024-10-26
Condominium • Makati,"Fraser Place, Salcedo Village, Makati","Php 36,000,000",https://www.hoppler.com.ph/makati-salcedo-village-fraser-place-rs4452581,Available,"September 1, 2022",2,2,2,168 sqm,Semi-Furnished,425,2024-10-26
Condominium • Makati,"Tower 1, Signa Designer Residences, Salcedo Village, Makati","Php 7,700,000",https://www.hoppler.com.ph/makati-salcedo-village-signa-designer-residences-rs4619081,Available,"September 6, 2022",1,1,1,37 sqm,Fully Furnished,426,2024-10-26
Condominium • Makati,"One Central Tower, One Central, Salcedo Village, Makati","Php 9,700,000",https://www.hoppler.com.ph/makati-salcedo-village-one-central-rs4678881,Available,"January 10, 2023",1,1,1,46 sqm,Fully Furnished,427,2024-10-26
Condominium • Makati,"Eton Residences, Legazpi Village, Makati","Php 16,500,000",https://www.hoppler.com.ph/makati-legaspi-village-eton-residences-rs4630381,Available,"March 14, 2023",1,1,1,64 sqm,Fully Furnished,428,2024-10-26
Condominium • Makati,"The Gramercy Residences Tower, The Gramercy Residences, Poblacion, Makati","Php 6,530,000",https://www.hoppler.com.ph/makati-poblacion-the-gramercy-residences-rs4680281,Available,"January 12, 2023",1,1,1,30 sqm,Fully Furnished,429,2024-10-26
Condominium • Makati,"Melbourne Residences, Palanan, Makati","Php 5,700,000",https://www.hoppler.com.ph/makati-palanan-melbourne-residences-rs4595781,Available,"March 14, 2023",1,1,1,59 sqm,,430,2024-10-26
Condominium • Makati,"Melbourne Residences, Palanan, Makati","Php 3,610,000",https://www.hoppler.com.ph/makati-palanan-melbourne-residences-rs4595681,Available,"March 14, 2023",1,1,1,37 sqm,,431,2024-10-26
Condominium • Makati,"Melbourne Residences, Palanan, Makati","Php 3,550,000",https://www.hoppler.com.ph/makati-palanan-melbourne-residences-rs4595581,Available,"March 14, 2023",1,1,1,37 sqm,,432,2024-10-26
Condominium • Makati,"Sakura at The Proscenium, Rockwell Center, Rockwell Center, Makati","Php 220,000,000",https://www.hoppler.com.ph/makati-rockwell-center-sakura-at-the-proscenium-rockwell-center-rs4783281,Available,"August 7, 2023",4,3,3,433 sqm,,433,2024-10-26
Condominium • Makati,"west Tower, One Rockwell, Rockwell Center, Makati","Php 32,500,000",https://www.hoppler.com.ph/makati-rockwell-center-one-rockwell-rs4784381,Available,"August 10, 2023",2,2,1,98 sqm,Fully Furnished,434,2024-10-26
Condominium • Makati,"west Tower, One Rockwell, Rockwell Center, Makati","Php 32,500,000",https://www.hoppler.com.ph/makati-rockwell-center-one-rockwell-rs4784481,Available,"August 10, 2023",2,2,1,98 sqm,Fully Furnished,435,2024-10-26
Condominium • Makati,"Senta Legazpi Village Tower, Senta, Legazpi Village, Makati","Php 25,000,000",https://www.hoppler.com.ph/makati-legaspi-village-senta-rs4662281,Available,"September 27, 2023",2,2,2,82 sqm,Fully Furnished,436,2024-10-26
Condominium • Makati,"Tower 4, San Lorenzo Place, San Lorenzo Village, Makati","Php 5,300,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-san-lorenzo-place-rs4785381,Available,"August 15, 2023",1,1,1,25 sqm,Semi-Furnished,437,2024-10-26
Condominium • Makati,"Tower 2, The Beacon, Legazpi Village, Makati","Php 4,367,200",https://www.hoppler.com.ph/makati-legaspi-village-the-beacon-rs3764481,Available,"September 30, 2023",1,1,1,24 sqm,Fully Furnished,438,2024-10-26
Condominium • Makati,"The Ritz Towers, Urdaneta Village, Makati","Php 57,000,000",https://www.hoppler.com.ph/makati-urdaneta-village-the-ritz-towers-rs4802181,Available,"September 27, 2023",3,3,1,262 sqm,Semi-Furnished,439,2024-10-26
Condominium • Makati,"Tower 2, Paseo Parkview Suites, Salcedo Village, Makati","Php 15,000,000",https://www.hoppler.com.ph/makati-salcedo-village-paseo-parkview-suites-rs4417181,Available,"October 5, 2023",1,1,1,72 sqm,Fully Furnished,440,2024-10-26
Condominium • Makati,"Point Tower, Park Terraces, San Lorenzo Village, Makati","Php 24,000,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-park-terraces-rs4609881,Available,"October 5, 2023",1,1,1,74 sqm,Fully Furnished,441,2024-10-26
Condominium • Makati,"Kirov at The Proscenium, Rockwell Center, Rockwell Center, Makati","Php 98,000,000",https://www.hoppler.com.ph/makati-rockwell-center-kirov-at-the-proscenium-rockwell-center-rs4578081,Available,"December 15, 2023",3,4,2,241 sqm,Semi-Furnished,442,2024-10-26
Condominium • Makati,"Manhattan Square, Salcedo Village, Makati","Php 23,000,000",https://www.hoppler.com.ph/makati-salcedo-village-manhattan-square-rs4737781,Available,"December 15, 2023",2,2,1,137 sqm,Fully Furnished,443,2024-10-26
Condominium • Makati,"The Knightsbridge Residences, Poblacion, Makati","Php 18,000,000",https://www.hoppler.com.ph/makati-poblacion-the-knightsbridge-residences-rs4229581,Available,"December 15, 2023",2,2,1,59 sqm,Semi-Furnished,444,2024-10-26
Condominium • Makati,"Two Central, Salcedo Village, Makati","Php 8,180,000",https://www.hoppler.com.ph/makati-salcedo-village-two-central-rs4802981,Available,"January 4, 2024",1,1,1,40 sqm,Fully Furnished,445,2024-10-26
Condominium • Makati,"Kroma Tower, Legazpi Village, Makati","Php 7,500,000",https://www.hoppler.com.ph/makati-legaspi-village-kroma-tower-rs4802881,Available,"January 4, 2024",1,1,1,27 sqm,Fully Furnished,446,2024-10-26
Condominium • Makati,"Kroma Tower, Legazpi Village, Makati","Php 7,000,000",https://www.hoppler.com.ph/makati-legaspi-village-kroma-tower-rs4802781,Available,"January 4, 2024",1,1,1,32 sqm,Fully Furnished,447,2024-10-26
Condominium • Makati,"Dasmarinas Tower, Two Roxas Triangle, Salcedo Village, Makati","Php 145,000,000",https://www.hoppler.com.ph/makati-salcedo-village-two-roxas-triangle-rs4329481,Available,"December 20, 2023",3,3,3,331 sqm,Semi-Furnished,448,2024-10-26
Condominium • Makati,"The Knightsbridge Residences, Poblacion, Makati","Php 7,500,000",https://www.hoppler.com.ph/makati-poblacion-the-knightsbridge-residences-rs4012181,Available,"January 13, 2024",1,1,1,37 sqm,Fully Furnished,449,2024-10-26
Condominium • Makati,"Tower 1, The Linear, San Antonio Village, Makati","Php 7,000,000",https://www.hoppler.com.ph/makati-san-antonio-village-the-linear-rs4843081,Available,"January 17, 2024",2,1,2,50 sqm,Fully Furnished,450,2024-10-26
Condominium • Makati,"Lorraine at The Proscenium, Rockwell Center, Rockwell Center, Makati","Php 67,000,000",https://www.hoppler.com.ph/makati-rockwell-center-lorraine-at-the-proscenium-rockwell-center-rs4841781,Available,"January 16, 2024",3,3,1,160 sqm,Fully Furnished,451,2024-10-26
Condominium • Makati,"One Legazpi Park, Legazpi Village, Makati","Php 14,000,000",https://www.hoppler.com.ph/makati-legaspi-village-one-legazpi-park-rs4689081,Available,"January 18, 2024",1,1,1,63 sqm,Fully Furnished,452,2024-10-26
Condominium • Makati,"Three Central Tower, Three Central, Salcedo Village, Makati","Php 10,000,000",https://www.hoppler.com.ph/makati-salcedo-village-three-central-rs4143581,Available,"January 19, 2024",1,1,1,46 sqm,Semi-Furnished,453,2024-10-26
Condominium • Makati,"Point Tower, Park Terraces, San Lorenzo Village, Makati","Php 32,000,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-park-terraces-rs4754781,Available,"February 19, 2024",1,1,1,83 sqm,Fully Furnished,454,2024-10-26
Condominium • Makati,"Eurovilla III, Salcedo Village, Makati","Php 42,000,000",https://www.hoppler.com.ph/makati-salcedo-village-eurovilla-iii-rs4737481,Available,"February 19, 2024",2,3,2,232 sqm,Fully Furnished,455,2024-10-26
Condominium • Makati,"Avida Towers Asten, San Antonio Village, Makati","Php 9,000,000",https://www.hoppler.com.ph/makati-san-antonio-village-avida-towers-asten-rs4776681,Available,"February 20, 2024",1,1,1,39 sqm,Fully Furnished,456,2024-10-26
Condominium • Makati,"One Legazpi Park, Legazpi Village, Makati","Php 19,000,000",https://www.hoppler.com.ph/makati-legaspi-village-one-legazpi-park-rs2473881,Available,"March 22, 2024",1,1,1,64 sqm,Semi-Furnished,457,2024-10-26
Condominium • Makati,"Two Lafayette Square Tower, Two Lafayette Square, Salcedo Village, Makati","Php 20,500,000",https://www.hoppler.com.ph/makati-salcedo-village-two-lafayette-square-rs4857281,Available,"February 21, 2024",2,2,1,112 sqm,Semi-Furnished,458,2024-10-26
Condominium • Makati,"Tower 2, Solstice, Carmona, Makati","Php 16,000,000",https://www.hoppler.com.ph/makati-carmona-solstice-rs4868081,Available,"March 26, 2024",2,2,2,79 sqm,,459,2024-10-26
Condominium • Makati,"Point Tower, Park Terraces, San Lorenzo Village, Makati","Php 21,500,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-park-terraces-rs2670281,Available,"April 1, 2024",1,1,1,65 sqm,Semi-Furnished,460,2024-10-26
Condominium • Makati,"One Legazpi Park, Legazpi Village, Makati","Php 9,000,000",https://www.hoppler.com.ph/makati-legaspi-village-one-legazpi-park-rs4855181,Available,"April 2, 2024",1,1,1,40 sqm,Semi-Furnished,461,2024-10-26
Condominium • Makati,"Raffles Residences, San Lorenzo Village, Makati","Php 32,000,000",https://www.hoppler.com.ph/makati-san-lorenzo-village-raffles-residences-rs2146481,Available,"April 4, 2024",1,1,1,81 sqm,Fully Furnished,462,2024-10-26
Condominium • Makati,"The Frabella 1, Legazpi Village, Makati","Php 32,000,000",https://www.hoppler.com.ph/makati-legaspi-village-the-frabella-1-rs3968281,Available,"April 6, 2024",2,3,1,150 sqm,Semi-Furnished,463,2024-10-26
Condominium • Makati,"Two Central, Salcedo Village, Makati","Php 6,500,000",https://www.hoppler.com.ph/makati-salcedo-village-two-central-rs4903481,Available,"July 9, 2024",1,1,1,40 sqm,Fully Furnished,464,2024-10-26
Condominium • Makati,"West Tower, One Rockwell, Rockwell Center, Makati","Php 29,400,000",https://www.hoppler.com.ph/makati-rockwell-center-one-rockwell-rs4904181,Available,"July 10, 2024",2,2,1,98 sqm,,465,2024-10-26
Condominium • Makati,"The Ritz Towers, Urdaneta Village, Makati","Php 60,000,000",https://www.hoppler.com.ph/makati-urdaneta-village-the-ritz-towers-rs4629981,Available,"April 9, 2024",4,3,1,262 sqm,Semi-Furnished,466,2024-10-26
Condominium • Makati,"Parc Regent, Salcedo Village, Makati","Php 25,000,000",https://www.hoppler.com.ph/makati-salcedo-village-parc-regent-rs4860881,Available,"July 15, 2024",3,3,1,165 sqm,Fully Furnished,467,2024-10-26
Condominium • Makati,"West WIng Tower, The Rise Makati, San Antonio Village, Makati","Php 14,000,000",https://www.hoppler.com.ph/makati-san-antonio-village-the-rise-makati-rs4904881,Available,"July 15, 2024",2,2,2,73 sqm,,468,2024-10-26
Condominium • Makati,"Brio Tower, Guadalupe Viejo, Makati","Php 14,500,000",https://www.hoppler.com.ph/makati-guadalupe-viejo-brio-tower-rs3915581,Available,"July 15, 2024",3,3,1,84 sqm,Semi-Furnished,469,2024-10-26
Condominium • Makati,"west Tower, One Rockwell, Rockwell Center, Makati","Php 33,000,000",https://www.hoppler.com.ph/makati-rockwell-center-one-rockwell-rs4905281,Available,"July 16, 2024",2,2,1,106 sqm,Fully Furnished,470,2024-10-26
Condominium • Makati,"North Wing Tower, The Rise Makati, San Antonio Village, Makati","Php 5,800,000",https://www.hoppler.com.ph/makati-san-antonio-village-the-rise-makati-rs4905381,Available,"July 16, 2024",1,1,1,28 sqm,,471,2024-10-26
Condominium • Makati,"San Lorenzo  Tower, The Residences at Greenbelt, Legazpi Village, Makati","Php 25,000,000",https://www.hoppler.com.ph/makati-legaspi-village-the-residences-at-greenbelt-rs4437881,Available,"July 18, 2024",1,2,1,78 sqm,Fully Furnished,472,2024-10-26
Condominium • Makati,"East Tower, One Rockwell, Rockwell Center, Makati","Php 21,000,000",https://www.hoppler.com.ph/makati-rockwell-center-one-rockwell-rs4908681,Available,"July 24, 2024",1,1,1,70 sqm,Fully Furnished,473,2024-10-26
Condominium • Makati,"Tower 2, The Salcedo Park, Salcedo Village, Makati","Php 27,500,000",https://www.hoppler.com.ph/makati-salcedo-village-the-salcedo-park-rs4908981,Available,"July 24, 2024",3,3,1,179 sqm,Fully Furnished,474,2024-10-26
Condominium • Makati,"Tower 2, The Salcedo Park, Salcedo Village, Makati","Php 32,000,000",https://www.hoppler.com.ph/makati-salcedo-village-the-salcedo-park-rs4909081,Available,"July 24, 2024",3,3,2,179 sqm,,475,2024-10-26
Condominium • Makati,"Tower 2, The Salcedo Park, Salcedo Village, Makati","Php 37,000,000",https://www.hoppler.com.ph/makati-salcedo-village-the-salcedo-park-rs4908881,Available,"July 25, 2024",3,3,2,180 sqm,Fully Furnished,476,2024-10-26
Condominium • Makati,"Tower B, Jazz Residences, Bel-Air Village, Makati","Php 3,800,000",https://www.hoppler.com.ph/makati-bel-air-village-jazz-residences-rs4737981,Available,"July 24, 2024",1,1,1,26 sqm,Fully Furnished,477,2024-10-26
Condominium • Makati,"Makati Cinema Square Tower, Pio del Pilar, Makati","Php 26,850,000",https://www.hoppler.com.ph/makati-pio-del-pilar-makati-cinema-square-tower-rs4904381,Available,"July 29, 2024",3,3,3,210 sqm,Semi-Furnished,478,2024-10-26
Condominium • Makati,"Star Centrum, Bel-Air Village, Makati","Php 11,800,000",https://www.hoppler.com.ph/makati-bel-air-village-star-centrum-rs4771181,Available,"July 28, 2024",3,2,3,93 sqm,Fully Furnished,479,2024-10-26
Condominium • Makati,"Tower 2, The Salcedo Park, Salcedo Village, Makati","Php 42,000,000",https://www.hoppler.com.ph/makati-salcedo-village-the-salcedo-park-rs4806681,Available,"July 30, 2024",3,4,1,180 sqm,Fully Furnished,480,2024-10-26
Condominium • Makati,"Tower 3, Cityland Makati Executive Towers, Bel-Air Village, Makati","Php 3,000,000",https://www.hoppler.com.ph/makati-bel-air-village-cityland-makati-executive-towers-rs4904581,Available,"August 1, 2024",1,1,1,29 sqm,Fully Furnished,481,2024-10-26
Condominium • Makati,"Kirov  Tower, Kirov at The Proscenium, Rockwell Center, Rockwell Center, Makati","Php 80,000,000",https://www.hoppler.com.ph/makati-rockwell-center-kirov-at-the-proscenium-rockwell-center-rs4589181,Available,"August 2, 2024",3,3,2,225 sqm,Fully Furnished,482,2024-10-26
